,id,Emotion,Text
8329,8330,6," What ? Why ? I mean , we ’ Ve had our ups and downs , and we have the occasional disagreement , but we ’ re happy together , aren ’ t we ? "
8331,8332,6," So , what are you saying ? You ’ re breaking up with me because I ’ m perfect ? "
8359,8360,6," Oh , no ! Why ? I was looking forward to seeing you at my new place . "
8418,8419,6, That's unbelievable . Why did this happen ? 
8420,8421,6, I cant't believe it . You've worked here for years . 
8447,8448,6, Oh ? What happened ? 
8454,8455,6, What happened ? Did you have a fight ? 
8505,8506,6, Really ? I heard it was supposed to be great . 
8527,8528,6, Are you kidding me ? Becky ? She ’ s a real bitch . 
8555,8556,6," Really ? Well , I guess I have to get used to it . "
8624,8625,6," Oh , I thought there were going to be eight . who isn't coming ? "
8655,8656,6, Really ? 
8661,8662,6, Really ? 
8701,8702,6, really ? Is he married ? 
8711,8712,6, are you serious ? 
8713,8714,6, but why ? Did I do anything wrong ? 
8756,8757,6, really ? What do you usually do online ? 
8766,8767,6, really ? Where did you hear that ? 
8831,8832,6, Wow ! Why so much ? I thought they were getting you an assistant . 
8837,8838,6, What are you talking about ? We had a great time . We laughed and talked all night last time . 
8925,8926,6, How in the world did you guess that ? Did someone tell you already ? 
8932,8933,6, What ? You're kidding ! Let me see that ... There must be some mistakes . 
8959,8960,6, Really ? Ugh ... Is there any difference ? 
9097,9098,6, Gee . I must have left it in my hotel room . 
9125,9126,6, Really ? I didn't expect that . 
9133,9134,6, What ? 100 US dollars ? Is it covered by the insurance ? 
9139,9140,6, You got lost . You're kidding ! 
9147,9148,6, Grangerfield ! You were in Grangerfield ? That's a completely different town ! How could you drive to a completely different town ? 
9249,9250,6, But I'm going on a business trip in two days ! 
9385,9386,6, My goodness ! Are you OK ? 
9395,9396,6," Oh , my God ! I hope you are all right . "
9445,9446,6," Wow , Arthur ! You ’ re as blind as a bat ! "
9454,9455,6," Wow , Arthur ! You ’ re as blind as a bat ! "
9524,9525,6," Oh , no ! How did this happen . Are you sure ? "
9526,9527,6, My God ! I actually checked them one by one . How could this be ? 
9552,9553,6, Only three days ? 
9568,9569,6, Why ? You are so excellent . 
9598,9599,6, Why ? You are so excellent . I think you are the most suitable person for the job . 
9600,9601,6, What ? Then what did you do ? 
9616,9617,6, What's the matter ? 
9693,9694,6, You mean I'm among the people who have to go ? 
9779,9780,6," What ? Man , you don't know how to write a project report ? That's sounds a little bit ridiculous . "
9795,9796,6, Is that so ? 
9811,9812,6, Quit this company ? Oh ... wow . 
9825,9826,6, Really ? Where did you hear that ? 
9867,9868,6," And the winner is ... Vivian , again ! I don't believe it ! "
9892,9893,6, What ? What does that mean ? Why won't there be any results ? 
9894,9895,6," Oh , no , you can't be serious . I never expect anything like this would happened . What are we going to do ? "
9979,9980,6, Oh no ! That ’ s terrible ! 
9998,9999,6," How come ? Last time I saw you . You told me it was a good job , and you'd like to take it as a career . That was only one month ago . Why this sudden change ? "
10010,10011,6, Mud ? But Ivan told me there were no mudslides in that district . I thought all the mudslides were down in Chichitango . 
10095,10096,6, really ? I didn't know that would be possible . 
10110,10111,6, you ’ re kidding ! How did that happen ? 
10258,10259,6, That's crazy . 
10270,10271,6, I can't believe that . 
10277,10278,6, Really ? I'm sorry . I did not know that . 
10283,10284,6, I have to be at court ? 
10295,10296,6, I have to go to court over a brake light ? 
