,tweet_id,sentiment,content
31401,1751921935,fear,@shadowcelery It's great
31405,1751922082,happy,OMJ! The 3rd episode of Jonas is too great! They are so funny. I wish I was the Pizza Girll. Lol &lt;3
31406,1751922083,surprise,wait...why didn't I know about this wedding? Aren't I supposed to be in yours and vice versa?  btw I know it's not yours
31407,1751922104,happy,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr
31409,1751952413,surprise,@phantomdata lmao I'm glad you guys liked it
31411,1751952465,happy,Finally off work!!!
31412,1751952503,happy,"@DonGeronimo dear michael sorce, you crack me up! sincerely, me"
31413,1751952540,happy,@laniew the exact one i was thinking of  the bestttt.
31415,1751952568,fear,Surfing the web...
31423,1751952757,fear,@dudeman718 Have you seen Wolverine?  Might want to change that pic.  There's a new sheriff in town.
31425,1751952782,happy,"'Cause you have that effect on me, you do ? ?Currently loving Hey Monday. Thanks a lot, @alexrellosa."
31428,1751952918,happy,"11.40 AM. I don't wanna wake up. Shoo, roommate, shoo."
31429,1751952947,happy,@glorianatheband hey guys!! saw you in st. louis and LOVED you.. would you ever play in CT?? i met you outside after and u were SO NICE!!
31430,1751953000,anger,Almost got sharpied in the face while falling asleep  being sick sucks!!!
31431,1751953026,fear,@jsie We got out there and the cafe was booked solid. LOL Doesn't matter - Mum got some plants anyway.
31435,1751953139,fear,I need followers!!!
31437,1751953172,fear,"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?"
31438,1751953245,sadness,"@meli_beli haha yeah u did, oh well theres always next yr  chin up princess hehe"
31443,1751953326,happy,@slashfilm peter!! follow me!! oh and have fun in europe!
31444,1751953358,fear,Learning how to jerk and stanky leg at sunset cliffs. headlights spotlight  with colorado and fam
31450,1751953790,fear,"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran's too"
31451,1751953820,happy,"I painted my nails metallic blue but Iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! I think itï¿½s cool"
31452,1751953835,happy,@bella456  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!
31456,1751953994,happy,Going to Jack's for dinner with my BFF!
31457,1751954119,happy,You should retweet others good tweets at least 10 a day to get involved into things at twitter
31461,1751954283,happy,SNL with Justin Timberlake!
31464,1751954366,surprise,Happy Mother's Dayyyy. Love you mummyyyyyyyy
31466,1751954520,surprise,My my I have never watched so many movies in one night with my mommy
31468,1751954547,happy,"@cowpunkmom Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?"
31469,1751954594,happy,had a awesome day!
31471,1751954662,surprise,Message me to book your piercing appointment now !
31473,1751954757,surprise,@gleannignacio hehe true. i wonder what he will come up with
31474,1751954765,anger,"@NatalieAurora lmao according to the away, they're there. current focus: tripping, ugly pics, same dress, fat looking"
31475,1751954781,happy,live long and prosper  #fb
31478,1751955037,surprise,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother's dayy
31482,1751955210,happy,"Noticed Wellwood has all his teeth in tonight, that's nice"
31485,1751955283,surprise,@spicydesign Look at this ! http://twitpic.com/4wcqa  I can't see them at all. What the heck..
31487,1751955433,happy,OMG... Folding my laundry and matched ALL socks to its perfect pair!  Good laundry folding day it is
31488,1751955444,happy,"Everyone going to the hometown show is excited they get to go on Thames Street. I'M GONNA SEE THE ORIGINAL THAMES RIVER, BITCH. ohhhh."
31489,1751955453,fear,@afton_volturi ** Slaps self on forehead **  Pardon me!
31490,1751955487,fear,also @haveitsweet your caramels are like crack....  just thought you should know.
31491,1751955494,fear,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. &gt;=( Well Good Nite World!"
31496,1751955844,happy,@vulcansmuse @lorirusso still waiting to have a beer with Moldovan. At least he's happy I came.
31497,1751955858,fear,Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed
31500,1751955900,happy,THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I'm so excited about this fucking movie
31501,1751956028,happy,"After sleeping in  the rest of the day was busy. however, I got to spend the last of it with my favorite babysittee (the kids are great!)."
31502,1751956062,happy,@mundah and I'm really glad you were able to watch the game
31503,1751956111,sadness,@ObviousLB *bows*  I try...sometimes it is hard
31507,1751985018,happy,@WatchMeRise youre very welcome....you deserve it!!
31512,1751985207,fear,@madfatter I just re-skinned. Still figuring why tweetsuite isn't updating
31516,1751985468,happy,@Roqayah good morning
31518,1751985508,surprise,What if Twitter was really called &quot;Twatter&quot;? I'm posting a Twat!
31520,1751985536,fear,With sean s. watching house of a thousand corpes
31523,1751985694,happy,had a GREATTTTTT day    taking Liz home now. &lt;3
31526,1751985785,happy,@missSHANNAbaby YAY  u get to see ddub again ;) those 5 men always keep me happy &amp; motivated
31529,1751986073,surprise,The ultimate shirt folding tool (http://www.flipfold.com/)- I saw @sheldoncooper using this in one of Big Bang Theory's episodes
31530,1751986084,fear,"K now that, that fiasco is all wrapped and good too go  back to studying for midterms =("
31532,1751986115,surprise,he's pretty cute.
31533,1751986120,happy,Is enjoying staying in the house today
31536,1751986326,surprise,who said i can't wear my converse with my dress?
31538,1751986389,happy,Ouutside in the city talkin to trey trey  i misssed him
31540,1751986435,surprise,"@MarijuanaDeals I have the best bestfriend in the whole world .. My Mother's Day present = ambien, klonopin and a quarter! woohoo!  smh..."
31543,1751986624,happy,i would take the ???s out the sky for you
31544,1751986626,happy,@MrsTravisBennet its cool.  Im glad everyone had a nice date night.  Maybe one day ill get one too.
31545,1751986630,surprise,Cavs do it again!!  Oh yea!
31549,1751986770,happy,is excited about so R and R for mother's day
31550,1751986771,happy,"just about to go home. I'm usually 'mr. positive' but this has been one of those daze. well, 15 mins until tomorrow!"
31553,1751987096,happy,"@Peacehippie04 is a loser;) baha, dude! i'm gonna come &amp; put those pictures on my myspace really quick!"
31561,1751987481,happy,@ChynaDollxo  Na my friend.. why? you ask  is it my great physique lol
31566,1751987624,surprise,@liadoria nat has a twitter acct!
31569,1751987977,happy,Archuleta &amp; Cook will arrive in 2 days!!
31572,1751988015,happy,"@QueenSapphyre So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It's what you love, right? Why not go for it!"
31573,1751988017,happy,@PANICitsLeslie Aww that's still awesome. You had fun though I can assume.
31576,1751988089,fear,"krys: running, mud baths and nice French food in napa w/ jimming"
31577,1751988104,surprise,"moshing to fall out boy, and confetti bears are falling from the sky"
31579,1751988171,happy,Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be
31584,1751988252,happy,@Metqueen sounds awesome..
31585,1751988258,sadness,@pageoneresults more seo voodoo  Google has your cache. NOARCHIVE only hides it from users.
31589,1751988384,sadness,@bsweichsel That was like eight years ago. Not so sure it would happen now
31590,1751988411,happy,@erichalvorsen @LorenBrinton @nicksantino i say you all tour again. same lineup...with austin gibbs!
31593,1751988518,fear,"@myjacksonbrowne  hey y'all, we are waiting for final edits on our cover of &quot;sombody's baby.&quot;  can't wait for some input"
31594,1751988559,surprise,"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing."
31597,1751988695,fear,"@studio8 --sorry for running over uncle Terry, but he just wasn't living up to his potential. expecting more from his next return."
31598,1751988883,sadness,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby
31603,1752017839,happy,@katevoegele that was an amazing concert!!! got some really good video and pictures
31606,1752017949,happy,@MrsBlue23 its been reli gdd ty its 4.50am lol and im not sleeping :O but im watching tv alls good lol how was yours?
31608,1752018053,happy,@jerwjr Thank you!  I'm working on @ddlovato's
31609,1752018109,happy,http://twitpic.com/4wdgr - Yay! I'm a blonde again!! I feel so girly
31612,1752018186,happy,@amoonchilde  Thank you!  Tomorrow is my b-day too! I tease my Mom and tell her I was her Mother's Day gift.
31615,1752018438,happy,is up. moooooorning!  http://plurk.com/p/su3dg
31617,1752018543,surprise,"@Kweeenie He's too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR"
31618,1752018547,sadness,"my teeeeeeeeeeeeeth, hurt a lot. The mall was funnn today, i made 10dolla, not 15.  better than nothing, right?! HEHE."
31619,1752018602,happy,"Ha, sure  hey, text me normal. 512 718 4879"
31623,1752018733,happy,sleep time  big/little lunch tomorrow at olive garden
31632,1752019300,happy,"Thanks for the concern, guys. A few stitches later, all is well. Whew."
31635,1752019441,fear,@Carolina2676 lol... that's cool u can enjoy the show together! Tell him I said hi!
31636,1752019443,happy,now accepting maid applications.  would be nice if you'd start first thing tomorrow - would make a wonderful Mother's Day present!
31638,1752019543,happy,Having dinner @ Rainforest Cafe with Laura.
31640,1752019557,anger,@KeriLyn2980 Totally  plain and simple.. i hate all thoes bridezilla shows.. if i was the groom i'd be running far far away!
31642,1752019614,fear,@SKORPIOLOVE  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma'am!
31644,1752019691,surprise,@caroldee77 haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww
31645,1752019784,fear,"@emilmor mmm, wanna go see Little Big Town next Sunday @ 4 @ Chesapeake Jubilee?"
31646,1752019795,fear,Laying in the dark thinking of you.
31648,1752019908,sadness,"Joining facebeek.  What a loser, I have no friends   Amy where are you?"
31649,1752019930,happy,59 may be my new FAV number!!!
31651,1752020034,fear,@NeishaNay im gone miss ya'll Lol.don laugh@me im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!
31653,1752020121,happy,@rowansong !!! It's fantastic!
31660,1752020340,happy,"@courseofhistory Vancouver, so classy.  #canucks"
31665,1752020602,happy,@Jinxie_G yup - that's where I watch all my movies
31667,1752020639,happy,@valerie2776 Quite a few. Peacocks and Oceanographer's Choice are my new favorites to play
31668,1752020647,surprise,Off to see Wolverine
31669,1752020748,fear,"Trying this twitter thing out. Facebook is finally a routine for me, now i need to figure out how to do the twitter thing"
31671,1752020941,happy,@Samantha797 Yay! Tell her I said congrats
31672,1752020963,happy,@Mary_R_Roberts I LOOK forward to seeing and sharing
31675,1752021155,fear,Chilling wit da bestie kendra...lmao!! she fell out da shower...gotta luv her tho..!!  *~P?T~*
31676,1752021286,anger,"@chloewolf Except for Josh, you like some LAME dudes."
31677,1752021300,happy,More pictures! It was such a pretty day  http://tr.im/kWOD #fb
31679,1752021350,fear,"@cl2425 Hey girl!  Yeah, my allergies kick in at the most random times. Hmph."
31680,1752021517,fear,@critter42 I know   Guess I was hoping they'd revitalize the plot lines as well instead of reverting to old cliches!
31682,1752021548,happy,Nighty night Twits! Tty in the morning...
31683,1752021559,happy,@WildFlowerSweet lol... hell yeah!
31684,1752021616,happy,"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!"
31686,1752021691,surprise,Eating some ice cream cake  its bomb!
31687,1752021769,sadness,@tammytrent **left off the &quot;again&quot; in the title...whoops!
31690,1752021880,fear,bundy. in 3 days.!!!! warm weather here i come!
31695,1752022037,happy,"@bwmson And so very you.  You know I say it w/ nothing but love, dude."
31697,1752022138,fear,@bitchmobile I had one of those in south Florida. Mowing around it could hurt
31699,1752022187,happy,Happy Mother's Day!
31700,1752022205,surprise,@Soonmethod @clofresh Thanks for the greeting
31704,1752051043,surprise,"@nucLEAH oh yeah, that's right! thanks for reminding me"
31706,1752051182,happy,"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again."
31707,1752051184,happy,"@SRMPROMOINC lol, sounds fun"
31708,1752051214,anger,@TerrenceJ106 lets see.. we hate that groupies are damn near stalkers.. we love that they send gifts..
31709,1752051221,fear,@IAMSNARKY hmmm how bout my boi an me jammin sum john stephens for ya?
31711,1752051275,happy,what a fantastic saturday
31714,1752051325,happy,watching Justin Timberlake on SNL
31715,1752051340,fear,Happy Mother's day! Sent msg to mom and got her phone call. I wish one day we can live in the same city so I can take care of her.
31716,1752051350,fear,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight
31717,1752051353,happy,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!"
31719,1752051561,anger,@rebeccarem I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler
31722,1752051725,surprise,walking by the water in annapolis with froyo and no shoes
31724,1752051764,fear,@stefangilbert thank you
31726,1752051832,happy,just watched yes man. bahaha. that movie is messed up
31727,1752051849,surprise,"@KatDerby Haha ya, my friend and I are totally having a kick off party for the occasion!!"
31731,1752052069,surprise,"@nerdwife Now, what on earth led you to believe that?"
31732,1752052092,happy,@KimKardashian saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!
31733,1752052218,happy,got a new prom dress
31735,1752052330,surprise,"@MissXu Would *you* pay $60K for a lunch with Oscar de la Renta?  I don't see her hitting East Village shops, do you?"
31740,1752052654,fear,@SohFahrKreyZee oooh im sorry to late i smashed it
31741,1752052799,happy,The horoscopes website I use has all changed around  I like it!
31744,1752052856,fear,@thomasfiss Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome
31745,1752052920,fear,good talk with @broskey  muchos needed
31748,1752052978,happy,"Love, laughter, creativity."
31749,1752053111,happy,@MathewDavid iknowww! Not many people know about it tho. So I like to keep it my little secret
31750,1752053135,surprise,"Gonna WoW for a bit. Later, Twitter &lt;3"
31751,1752053308,happy,@mattmccoy Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy
31752,1752053325,surprise,@Ayosilva when in doubt go with the instincts.
31753,1752053331,anger,@cjusk im excited for those pics  send me urs w/ him too  i &lt;3 photoshop lol
31755,1752053437,happy,@Mansur_Rahal Thing about living is that there are always undeveloped pictures in your future.
31763,1752053758,happy,"@HannaHassan go to mid valley la boobs  haha! never mind la, i don't wanna go with you anyways"
31764,1752053771,fear,Sushi two nights in a row isn't THAT wrong is it?
31765,1752053783,happy,Heading downtown! Drinks and dancing!!
31766,1752053785,sadness,"@n_dubbs curse you, igloo dwellers!!"
31767,1752053792,surprise,"@alekandsteph thanks for adding me, glad to have you"
31768,1752053896,happy,http://twitpic.com/4wdui - She's so festive aint' she hehe
31775,1752054112,surprise,@stephanierhenee wow... you're doing this all through text?  I would get tired after a while
31777,1752054182,fear,"@SuperwomanAK that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin"
31778,1752054263,surprise,"@TheRealJordin so wednesday my mom is making a huge special dinner &amp; whatnot to celebrate the new single, just so ya knoww"
31779,1752054317,happy,@JenAlaniz Don't worry you will have Ava to distract you on the flight
31781,1752054535,happy,played okami for 14 hours today
31782,1752054560,fear,@momtoboysx3 I'm here if u need to vent!
31783,1752054668,happy,Just spent the evening at a gala for her high school drama company's 20th anniversary. Lots of memories
31793,1752055031,happy,lol...my neighbors must think im nuts...for #canucks
31796,1752055077,happy,@Custardcuppcake how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot
31802,1752086242,fear,Just got my 3rd tattoo  owwwwwww lol
31803,1752086487,surprise,@BlankMustDie thank you for the followfriday hun
31807,1752086557,happy,@courrtneyyy Thank you so much  Me neitherrrr!
31808,1752086612,happy,@DonyaMaries oh absolutely!  I cant wait for the lettuces to come up.
31809,1752086618,fear,"@tncc24 - yay for getting errands done! oh, an assortment of out-of-my-control things. topped off w/ a crap race, haha"
31811,1752086685,surprise,i ate so much
31813,1752086793,happy,@dzaniff I was searching for interesting people on twitter then i found yours and the link of your blog was posted on your profile.
31814,1752086903,happy,"@Ms_Nigeria oh yeah I know  We met when I was taking out the trash, hhaha"
31815,1752086929,fear,@atexasattitude I'm sorry darling... I'm all over the place tonight.. I didn't mean to neglect you..
31823,1752087391,fear,@kelleydmcguire I don't know. What does it take to butter you up? Actual butter?  xoxo
31824,1752087420,surprise,@MattG124 you own a didgeridoo?!?!
31825,1752087488,fear,@positron76 You have to come to Chile... with AC/DC would be fine
31826,1752087493,happy,http://twitpic.com/4we51 - summer is here.
31827,1752087542,happy,@karinphillips it's because you're popular
31828,1752087568,happy,Be sure to let the moms you know how fabulous you think they are!!   Almost Mother's Day.
31829,1752087572,happy,@dimples_03 He'll know Tupac lyrics too!
31830,1752087608,sadness,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i'm still all ditzy from the Justin Timberlake skits"
31831,1752087637,happy,@howie_d Wish Leigh a Happy Mother's Day for me! It's midnight in NY
31834,1752087762,fear,"@acinerba Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)"
31836,1752087839,happy,@mkeguy69 thank you  have a great weekend
31839,1752087963,fear,"@moviegirl09 *laughs* reading?!  not happening!  i'm glad alice was in the shower, she should've seen that we were going to be worried"
31841,1752088048,fear,"@scalzi Happy Birthday  I didn't get you anything, but you have my best wishes."
31845,1752088121,happy,super excited
31847,1752088198,happy,Ok that mother fucking duet was hysterical LOL
31848,1752088238,happy,"Aight, pau au'au... Heading to the Blaisdell Arena for the Ladies of the 80's concert!!! CheeHee... Awwrrite!!!"
31849,1752088255,happy,LOL. THX WHIT!!!
31851,1752088375,fear,@blathering lucky e went!  jealous!
31855,1752088485,happy,Looking forward to Sunday b/c the weather should be warm and sunny
31860,1752088876,surprise,I woulda never believed that five years later I'd be a female engineer myself making tracks
31861,1752088953,surprise,@RetroRewind Yay for Block Party!  You're the BOMB! Blockheads &lt;3 Dave!   Thanks for supporting NKOTB!
31862,1752089028,fear,Well I'mma tweet out! goodbye tweeters!
31872,1752089399,happy,@ShaylaSenzafine haha..yeah..10th of May..lol..im greeting in advance! haha
31876,1752089552,fear,At the wedding reception. Having more fun than I thought
31880,1752089774,fear,"@scalzi my attention for the length of time to type this? Tell ya what, ill add old mans war to my wish list on amazon."
31881,1752089794,happy,Watching Ace of Cakes: LOST edition omfgggg
31885,1752089942,happy,@Jgurl804 thanks!!!
31887,1752090013,happy,@lizziechristine Thank you so much  Miss you toooo!
31889,1752090051,fear,@sodaly you are welcome  @pamslim's book is a good reminder as to WHY we escaped the cube!
31891,1752090139,fear,@Bball4life lol thanks.  I do like to be on top. I'm going to enjoy this. How long can I be up there?
31896,1752122000,happy,@emilyorshan hahaha i have a bob marley one
31897,1752122020,fear,Then me disliking you is a rumor!  cyndi! What made it look like i didn't like you?
31899,1752122206,happy,"I like this bride's sense of humor, she wore this wedding gown once...by accident!  http://bit.ly/Tnshf"
31900,1752122277,happy,wants to greet all the mom's out there a Happy Mothers Day!!! May you enjoy your day!!
31901,1752122323,happy,@BaybeehDoll No u miss me !!!!! LOL
31904,1752122397,fear,http://twitpic.com/4wegx - @stealthrose Lol.. sorry. Too damn funny!
31905,1752122512,sadness,"@_danni haha that's the stupid thing, I did and I'm still getting them &gt;:]"
31906,1752122541,happy,Happy Mother's Day to all to all the wonderful moms out there.  -Matalatine
31908,1752122608,happy,"getting off for the night, in such a great mood!"
31910,1752122703,anger,i hate i hate i hate i hate i hate i hate mother's day.
31913,1752122900,happy,@rockonrebelchld Happy mother's day to you as well!  Have a good one!
31917,1752123033,happy,best part of that movie was that kirk was a total babe
31918,1752123039,surprise,@wolfchild59 Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...
31919,1752123061,happy,I hope my mom enjoys her Mother's Day gift
31920,1752123162,fear,@DROStreetTeam09 well keep me posted if it comes out fully thanks
31921,1752123273,sadness,i was screaming like a maniac!  But the thing was u couldn't scream on the ride which sucked the fun out of everything so...
31926,1752123392,happy,"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622"
31929,1752123454,happy,http://twitpic.com/4wehl - graduation pic
31930,1752123489,surprise,headed into venue.  bbl
31932,1752123654,happy,@4everBrandy nice capture
31934,1752123665,happy,@AmbersAlerts lol i'll have to look on youtube later  thanks
31937,1752123740,happy,"2night- dance parties, fun times, &amp; awkward situations  highlight- driving w/ nims and annie listening to satellite windows downnnn"
31938,1752123853,fear,"@eclip5e Good lord, man.   I recommend the Dark &amp; Stormy at Casablanca."
31944,1752124118,happy,@tncc24 - so sweet  why aren't you out livin' it up this saturday night?
31945,1752124230,fear,http://bit.ly/T17fl  mary ann &amp; frances are gunna kill me
31949,1752124263,anger,ans so the lion.......kicked the dogs ass!!!!
31950,1752124293,fear,Geeze- I'm just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.
31951,1752124311,fear,Chillin Waitin For My Hunny Baby To Get Out Of Work!!!!!  To Get My Drink On While Finishin Da Song I Have
31952,1752124327,surprise,@edwardharran agree completely. it's all about attitude &amp; chutzpah
31956,1752124600,fear,@AdiumX time to learn another language?
31958,1752124692,happy,Had a great day with the moms and sis  really makes ya appreciate those days
31959,1752124708,surprise,@DarryleP I guess that's true!
31961,1752124725,happy,back home with my puppyy
31964,1752124848,happy,@slinkawoogie I'm so honored to hear my name on a Breezy track  hope u liked my shit! #drunk_bowling
31966,1752124914,fear,Nothing like In 'n' Out and a LOST marathon after a long day of work.
31967,1752124929,surprise,Oh goody - It's Doctor Who! Hooray for IPTV
31969,1752125141,happy,@sharonhayes #twappy http://bit.ly/D9qVk
31970,1752125176,happy,@tiny1877 Oh no! I guess I'm officially a big nerd now. I heard the movie is great even if you don't like Trek... and I do
31972,1752125189,happy,@JessicaCorban stellar! You 2 look great
31974,1752125278,happy,Falling asleep while listening to James Taylor
31980,1752125579,fear,@xoangelbabiixo @Babygirl9415 @thatmjgurl @kevinjlover @allecat @agirlcalledana @rawritsria @bubbles303 @ILY_beckett Thanks so much !
31987,1752125681,fear,@Absturbation yeah ... he was 0-3 and SCOREless tonight
31988,1752125701,surprise,"@hollymccaig OH yea, it's a can't miss w/ Justin Timberlake  I have not had the pleasure of removing a tick from Dakota yet.. Not fun!"
31989,1752125745,happy,Can't wait for tomorrow ! It's finally over ! Bittersweet for sure
31991,1752156889,happy,HAPPY MOTHER'S DAYYYY!!!
31992,1752156898,fear,"@xVOJOx It was crazy all day today and I have a feeling it's going to be that way tomorrow, too.  Enjoy your couple of days off though"
31994,1752157014,surprise,Happy Mother's Day to all you mother's in Twitterville!
31995,1752157021,fear,"@TheRaj I kind of figured. He'd probably be unable to reason out why a lot of the things in manga happen, or the way they happen."
31997,1752157027,sadness,"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot"
32001,1752157115,fear,is on air
32002,1752157128,happy,@greenpolkadot99 u go to profile then ill help u from there cause ur right next to me!!! he he he
32003,1752157130,anger,Platypuses are the only mammals that can lay eggs.
32004,1752157188,happy,@loadedman look at my background that's how I want my future date to be like  (well if I ever get him).
32006,1752157289,fear,@duckamin If it makes you feel any better.. My Saturday night is lame as well. I heart you
32008,1752157373,sadness,@CynthiaY29 dr hook  awesome
32011,1752157490,happy,"thanks mom, we love you too."
32014,1752157633,happy,Haha. Lacey just shutdown the livestream. Party time
32016,1752157659,happy,"@EPLisa diapers??  Feeding?  Cooking?  I don't do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me."
32017,1752157660,happy,Downtown drinking celebrating the cavs victory!!!
32025,1752158051,happy,Gotta be at church by ten for camera meeting  Finally!! =D lol
32029,1752158137,fear,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night"
32030,1752158178,sadness,"if you're as lovesick as I am, give me a call, we should go bowling and complain about love"
32031,1752158239,happy,"@clairezee86 fo sho, im down"
32033,1752158355,happy,@QUEENCHINAB He seemed all happy about it
32034,1752158374,sadness,@saranw Thank you! You should know that I am both happy and sad (all at the same time) to know that. You've got &quot;The Right Stuff&quot;
32037,1752158420,fear,@TrevorAB aww you poor dear! But it was awesome you came out to race!
32038,1752158639,happy,Took the dog to the off-leash park today. He overheated then ran and laid in the only mud puddle there and splashed around. Was amusing
32040,1752158794,happy,"thelma &amp; louise, Good movie."
32044,1752159225,fear,can't wait to see those pics @yikes77
32047,1752159518,happy,@HarleyPlays you and @dezzy88 are both baitersss  hope tonight is fun!
32048,1752159547,happy,Congratulations Mr. Jay-el and Mrs. Maricar Chu! Wish you all the best in the world!
32051,1752159631,sadness,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
32053,1752159657,fear,@carlito2009 haha that's always a good jam
32056,1752159819,happy,@aimeesays aww i hope it does fly by because JT episodes are usually really good (and it's early but so far this ep hassn't disappointed)
32058,1752159897,fear,@brucefloyd ps- are you a doctor or swine flu paranoid??
32059,1752159965,anger,@johnataylor She should keep her crown and shut her mouth!   Then she'll know what non-judgmental means!
32060,1752159998,happy,Happy Mother's Day to all mothers!
32061,1752160035,fear,Home with Maddie  I'm tired.. Goin' to bed afterwards
32062,1752160061,fear,@oharris69 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies
32066,1752160222,sadness,@webaggression I can only promise about 150 or so.
32070,1752160370,happy,"@Mj69Catz thanks  let me know which print from my gallery you would like, and we can work the details out"
32072,1752160410,surprise,@tracydidit that was not Venessa that was me..
32074,1752160555,happy,"Goodnight  PS- thanks for jailbreaking my iPod, stacie &lt;3"
32075,1752160672,fear,Finished dinner @ apple bees  off to Freds in PB for drinks!
32076,1752160677,anger,@tayl0rmichael i know. But you messed up silly
32080,1752160747,sadness,@aquadj James and I battle over everything too! It's kind of a love-hate relationship
32081,1752160777,sadness,"@ninnifur   Animas calls it Combo. Sometimes it works pizza, sometimes not. What pump do you use again?"
32086,1752190871,happy,"@Krystania thanks.mine wasn't too bad. Made a card for my mom, had a nice nap, finished some work, wrote bills, I have a surprise for you"
32087,1752190909,happy,@jpblogger Nothing like &quot;RocknRolla&quot; which is another good film with rock in the title
32088,1752190934,happy,I'm really happy...and drunk  but really happy
32091,1752190980,happy,Just got home from a wonderful day with my family!!  I had so much fun today.
32093,1752191136,happy,"@Cohoons_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!"
32094,1752191177,fear,"@carlossoto nice to meet you. Mike, video producer CF Miami."
32104,1752191777,happy,HAPPY MOTHERS DAY TO ALL THE MOMMIES
32107,1752191878,fear,"@kelvinlls Hey Kelvin, my day's been fantastic so far! We're getting ready for a family Mother's day function shortly"
32109,1752192016,sadness,@jlskowro @jennsquared will have to wait on the recipe at Simply Recipes.  Sorries!
32110,1752192031,fear,@judez_xo oh and i know brody and erin
32111,1752192110,happy,happy mothers day. ekin sayang mak!!!
32112,1752192181,surprise,"@pursebuzz They do! Lilash I'm guessing, right?  Oh and what camera are you using? That is insane quality!"
32113,1752192193,sadness,@_writersblock_  I'm having a bev by myself too. Sometimes you just have those kind of days and you need to relax
32115,1752192376,happy,Fuzzball is more fun than Mother's Day  http://tinyurl.com/dhpol7
32119,1752192543,happy,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha. @dyankaaa hello? bbm lo error ya?"
32120,1752192558,happy,@kluless65 I am doing fantastic JJJ!  You? Doing your questions already? teacher's pet!!
32127,1752192709,happy,Just got a bunch of presents in the mail from my mama! So excited to open them on my birthday... 3 more days!
32129,1752192779,happy,just got back from cheescake factory boy oh boy are my guts stuffed
32130,1752192797,happy,"@MichaelNi Ooh, I love sweet potato fries! We should definitely go."
32134,1752193057,happy,just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch
32137,1752193226,happy,Very content with my life at the moment
32138,1752193282,happy,"A little happy for the wine jeje ok it'sm my free time so who cares, jaja i love this day"
32139,1752193300,happy,@misscruisette Glad you like!
32141,1752193474,happy,@joannarobbins You are 'spot on'...I wouldn't tweet without it!! Thanks for your share tonight.
32142,1752193476,happy,@casndra okayy mail me thenn  Lol im hyperrr too much candy &amp;&amp; Jello x]
